,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
7093,37,8,27,0,17,2,7,29,4,1
7094,1,0,0,0,32,52,0,64,51,0
7095,25,11,33,0,7,2,34,4,4,1
7096,6,10,24,0,7,2,52,70,4,1
7097,1,0,35,0,2,6,18,39,10,0
7098,12,0,2,14,7,35,1,11,2,1
7099,5,0,11,12,13,0,1,18,12,1
7100,10,0,36,0,2,42,30,5,4,1
7101,5,0,21,0,13,16,4,57,12,1
7102,7,0,3,0,3,75,7,3,2,1
7103,2,11,18,11,2,2,6,31,4,1
7104,5,0,13,0,9,52,2,11,2,1
7105,1,12,18,0,17,2,39,30,4,1
7106,5,0,11,0,41,2,14,102,38,1
7107,9,0,3,6,7,41,22,17,4,1
7108,6,0,4,0,7,2,11,29,4,1
7109,10,5,14,0,7,2,6,22,2,1
7110,1,0,22,2,4,4,41,38,2,1
7111,15,0,11,0,2,61,3,4,2,1
7112,0,0,8,0,25,25,28,77,25,0
7113,21,3,7,0,6,51,16,13,2,1
7114,9,5,18,0,8,4,18,21,2,1
7115,0,0,27,8,13,30,6,42,18,0
7116,0,1,2,0,4,2,8,29,4,1
7117,5,0,13,0,13,4,1,19,12,1
7118,1,0,11,0,38,27,29,94,52,0
7119,9,12,4,5,8,2,6,31,2,1
7120,6,5,17,0,7,2,18,47,4,1
7121,5,0,3,0,12,23,18,24,9,1
7122,0,5,4,0,17,11,3,87,4,1
7123,1,0,0,0,24,54,0,56,22,0
7124,19,1,11,0,5,2,6,22,2,1
7125,15,6,18,15,2,12,11,31,2,1
7126,5,0,4,0,25,19,16,42,24,1
7127,9,0,14,0,8,90,14,47,4,1
7128,12,10,11,0,2,27,34,4,4,1
7129,4,0,14,0,5,16,13,13,2,1
7130,25,0,12,14,7,2,4,21,4,1
7131,21,0,4,0,5,54,13,21,4,1
7132,29,0,14,0,0,40,24,78,47,2
7133,6,6,0,0,8,53,7,3,2,1
7134,5,0,15,10,12,8,42,32,9,1
7135,7,1,13,12,8,58,17,17,4,1
7136,5,0,13,0,14,42,2,5,11,1
7137,22,0,10,2,1,2,22,8,4,1
7138,8,0,14,3,3,31,18,1,2,1
7139,10,1,18,0,7,1,2,47,2,1
7140,8,0,10,10,3,2,4,1,2,1
7141,5,0,0,13,5,23,4,11,4,1
7142,24,7,13,12,26,2,6,67,34,1
7143,13,1,7,0,39,2,23,82,58,2
7144,5,0,11,0,37,30,1,15,28,1
7145,3,12,0,0,4,9,34,44,4,1
7146,5,0,11,0,36,22,1,42,41,1
7147,5,0,21,15,13,52,4,57,3,1
7148,9,0,11,0,8,18,17,8,2,1
7149,0,0,11,0,29,18,12,32,29,0
7150,9,0,4,0,8,61,6,31,2,1
7151,6,1,0,0,7,2,8,8,4,1
7152,4,0,10,0,3,27,16,5,4,1
7153,1,3,35,0,1,58,18,13,1,0
7154,9,0,10,1,8,35,1,11,2,1
7155,5,9,11,8,26,61,1,63,25,1
7156,11,0,5,4,3,2,18,21,4,1
7157,24,5,3,12,5,2,1,2,4,1
7158,6,10,21,15,7,2,8,8,4,1
7159,34,0,37,3,35,1,27,27,28,2
7160,0,0,27,0,21,37,6,60,20,0
7161,3,10,11,0,23,2,28,46,30,0
7162,24,3,16,0,5,2,33,10,4,1
7163,1,1,27,0,17,48,11,29,4,1
7164,5,0,3,0,31,16,18,42,30,1
7165,0,0,20,0,37,10,10,0,43,0
7166,7,10,11,0,8,58,22,27,4,1
7167,0,0,20,0,19,28,10,90,54,0
7168,9,10,0,0,8,1,7,3,2,1
7169,37,10,33,33,29,27,47,41,29,0
7170,9,12,10,0,8,1,14,11,2,1
7171,22,3,0,8,1,2,20,30,4,1
7172,5,0,33,0,12,27,10,57,9,1
7173,4,0,22,0,3,34,55,10,4,1
7174,29,0,10,0,38,2,24,56,26,2
7175,9,0,21,0,8,1,7,7,2,1
7176,5,0,16,1,6,2,44,37,4,1
7177,0,0,21,0,4,1,0,9,2,1
7178,0,0,4,14,27,3,3,93,36,0
7179,5,0,13,14,30,58,2,38,5,1
7180,47,0,19,0,44,53,4,5,2,1
7181,10,0,24,0,7,4,15,33,2,1
7182,0,12,14,0,4,2,39,73,4,1
7183,5,12,0,0,6,1,4,1,2,1
7184,3,8,14,0,4,30,17,73,4,1
7185,8,0,11,14,3,2,8,29,2,1
7186,0,0,11,0,36,38,12,10,45,0
7187,8,0,10,0,3,51,4,5,2,1
7188,11,0,28,10,3,2,45,24,4,1
7189,13,1,7,1,33,2,23,58,31,2
7190,0,0,9,0,2,12,1,13,11,0
7191,4,1,7,14,5,31,18,1,2,1
7192,5,0,28,0,23,1,19,37,10,1
7193,5,0,13,15,9,2,2,11,1,1
7194,3,9,14,0,4,26,17,73,4,1
7195,1,0,0,0,0,12,0,68,0,0
7196,5,0,21,10,9,37,4,13,2,1
7197,24,4,13,1,5,2,6,3,4,1
7198,10,1,18,0,7,3,2,47,2,1
7199,29,0,10,7,0,30,23,49,47,2
7200,5,0,33,11,30,3,10,35,5,1
7201,1,0,9,0,7,47,1,39,12,0
7202,0,0,1,0,7,26,14,19,10,0
7203,5,12,13,0,6,36,2,2,2,1
7204,4,0,7,0,3,54,18,11,4,1
7205,20,0,18,0,17,20,34,30,2,1
7206,2,0,5,11,2,2,7,29,4,1
7207,0,0,13,6,11,2,29,93,56,0
7208,1,0,3,0,25,14,28,77,25,0
7209,5,0,11,0,19,1,1,41,21,1
7210,5,0,15,2,31,2,46,60,30,1
7211,0,0,20,0,25,35,10,55,25,0
7212,10,0,17,6,2,41,2,22,4,1
7213,0,5,10,0,4,35,25,17,2,1
7214,8,1,13,0,3,5,22,29,2,1
7215,7,0,15,8,3,33,15,33,2,1
7216,5,0,3,0,36,29,18,61,41,1
7217,15,0,24,0,2,51,50,38,2,1
7218,0,1,11,0,23,2,12,46,41,0
7219,10,12,10,7,7,2,2,2,2,1
7220,25,9,17,0,7,2,14,11,4,1
7221,12,0,0,0,2,9,17,17,4,1
7222,20,0,10,12,22,13,34,44,4,1
7223,13,3,7,0,33,0,23,58,31,2
7224,7,1,0,0,8,16,10,3,4,1
7225,5,0,0,14,25,2,13,62,24,1
7226,7,10,7,5,3,28,2,47,2,1
7227,4,0,17,4,5,37,35,19,2,1
7228,20,0,22,0,17,5,56,18,2,1
7229,12,0,18,0,2,26,10,31,4,1
7230,0,0,35,7,7,2,18,18,10,0
7231,5,0,0,10,6,2,13,1,4,1
7232,5,0,27,0,21,46,38,60,18,1
7233,5,0,21,6,26,2,4,85,25,1
7234,0,1,8,5,29,7,28,55,29,0
7235,12,0,0,0,7,6,17,8,2,1
7236,8,0,9,15,8,36,41,18,4,1
7237,7,0,18,1,8,2,4,21,4,1
7238,5,1,3,0,6,2,4,21,4,1
7239,12,12,18,0,2,23,10,31,4,1
7240,5,0,3,0,6,5,14,21,2,1
7241,5,0,3,0,19,3,4,32,21,1
7242,11,0,4,2,3,2,2,47,2,1
7243,5,0,21,1,21,2,4,15,35,1
7244,4,10,13,0,5,1,7,3,2,1
7245,1,0,15,0,17,16,1,2,4,1
7246,12,0,14,0,7,53,11,22,2,1
7247,54,10,38,0,45,2,13,5,4,1
7248,3,1,3,7,4,9,3,87,4,1
7249,11,0,13,15,3,1,7,29,4,1
7250,5,0,33,0,14,35,10,1,11,1
7251,27,8,11,0,6,2,14,47,4,1
7252,7,5,10,0,8,16,4,11,4,1
7253,15,1,7,0,1,13,17,17,4,1
7254,8,0,0,0,3,25,6,22,2,1
7255,12,0,17,3,2,2,2,22,4,1
7256,15,12,24,0,1,9,50,19,4,1
7257,3,0,18,15,1,1,8,29,2,1
7258,10,0,10,1,7,2,10,22,2,1
7259,5,0,8,0,25,58,14,77,24,1
7260,5,0,4,15,23,2,16,57,10,1
7261,9,1,3,0,7,48,22,17,4,1
7262,5,0,0,0,14,31,16,19,11,1
7263,5,0,3,1,36,2,18,66,41,1
7264,7,0,33,6,3,44,39,8,2,1
7265,22,5,24,0,1,2,53,19,4,1
7266,5,0,0,0,5,50,4,11,4,1
7267,4,1,3,0,5,38,10,47,2,1
7268,12,0,5,1,2,2,7,29,4,1
7269,1,0,3,5,21,49,49,15,20,0
7270,5,0,13,0,9,2,10,11,1,1
7271,5,62,31,0,6,2,43,66,4,1
7272,6,0,0,0,8,24,7,3,2,1
7273,4,0,10,0,5,53,30,46,2,1
7274,13,0,5,2,28,4,23,54,27,2
7275,11,10,17,0,3,2,16,13,2,1
7276,1,0,15,0,1,39,14,5,1,0
7277,4,0,0,0,3,63,1,22,4,1
7278,12,0,10,0,2,14,10,3,4,1
7279,24,0,13,10,5,37,11,3,4,1
7280,0,6,21,0,4,2,0,9,4,1
7281,11,5,10,1,3,2,4,1,2,1
7282,3,0,18,8,1,5,8,29,2,1
7283,1,12,32,0,4,43,7,3,2,1
7284,3,0,18,8,1,18,8,29,2,1
7285,4,8,0,0,3,54,1,22,4,1
7286,0,0,22,0,4,4,15,57,2,1
7287,24,3,4,0,5,2,4,21,4,1
7288,11,11,2,0,3,2,21,46,4,1
7289,8,0,33,0,3,44,17,8,2,1
7290,0,1,35,2,7,44,18,18,10,0
7291,7,23,13,10,8,3,17,17,4,1
7292,38,1,22,0,18,27,27,7,21,2
7293,0,1,11,5,34,41,29,40,38,0
7294,8,11,7,0,3,7,1,11,2,1
7295,6,3,7,0,8,12,6,22,2,1
7296,21,0,11,14,5,27,2,31,4,1
7297,14,5,5,0,27,50,23,53,26,2
7298,8,1,3,8,3,35,7,3,2,1
7299,1,10,15,0,1,2,14,5,1,0
7300,9,0,11,0,8,1,17,8,2,1
7301,1,8,9,0,1,39,1,1,1,0
7302,22,0,10,10,4,42,22,17,4,1
7303,14,1,14,0,38,2,23,14,46,2
7304,5,0,3,0,21,9,18,50,18,1
7305,5,0,33,0,14,12,10,1,11,1
7306,21,10,13,0,5,46,10,3,4,1
7307,19,5,13,0,5,2,11,3,2,1
7308,15,0,4,0,1,58,39,30,4,1
7309,0,0,11,6,23,56,29,46,35,0
7310,7,0,5,0,8,54,14,47,4,1
7311,12,3,7,0,7,37,8,3,2,1
7312,10,0,11,0,7,3,20,73,2,1
7313,5,0,11,5,38,52,1,94,43,1
7314,4,6,15,0,5,2,52,24,2,1
7315,9,4,4,7,8,2,6,31,2,1
7316,5,0,16,0,23,2,44,32,10,1
7317,8,0,3,0,3,7,11,31,2,1
7318,24,3,3,0,5,2,1,47,4,1
7319,5,3,7,0,6,2,30,13,4,1
7320,6,0,29,0,8,61,19,77,2,1
7321,12,4,18,0,2,2,10,31,4,1
7322,9,0,8,0,7,15,22,17,4,1
7323,21,0,11,0,6,51,1,47,2,1
7324,6,3,10,10,7,29,14,2,4,1
7325,25,1,12,0,7,2,18,21,4,1
7326,4,3,11,0,3,15,11,7,4,1
7327,0,0,15,0,2,12,14,46,11,0
7328,5,0,11,0,10,13,1,12,23,1
7329,0,0,3,0,12,39,28,24,21,0
7330,11,4,13,0,3,2,8,29,2,1
7331,0,4,11,0,13,37,12,35,18,0
7332,3,0,3,0,4,34,3,89,4,1
7333,52,3,23,0,35,2,27,8,21,2
7334,5,0,0,15,5,31,4,11,4,1
7335,9,0,7,15,8,8,6,22,2,1
7336,4,0,3,0,5,1,2,47,2,1
7337,8,1,3,0,8,15,7,29,4,1
7338,5,0,11,0,29,4,1,32,16,1
7339,5,4,0,0,5,40,13,11,4,1
7340,3,1,10,3,4,2,17,17,4,1
7341,5,0,11,0,13,47,1,18,3,1
7342,1,10,18,10,4,51,39,27,2,1
7343,5,0,11,0,31,2,14,62,30,1
7344,5,0,21,7,37,61,4,41,28,1
7345,5,0,29,8,13,2,44,79,3,1
7346,7,0,2,0,3,55,16,46,2,1
7347,5,0,8,0,36,16,14,61,41,1
7348,30,8,22,0,18,30,27,29,21,2
7349,5,12,33,0,12,57,10,57,9,1
7350,5,0,21,6,5,36,4,47,4,1
7351,13,0,7,0,46,91,23,105,63,2
7352,12,0,8,0,2,13,20,23,4,1
7353,1,0,1,0,17,40,1,22,4,1
7354,11,0,4,7,3,2,2,47,2,1
7355,0,0,4,13,27,10,3,93,36,0
7356,7,0,10,8,8,16,4,11,4,1
7357,1,0,15,13,8,3,14,38,3,0
7358,8,0,12,0,8,36,21,13,4,1
7359,5,0,11,8,13,0,1,18,3,1
7360,5,10,10,0,6,2,56,19,4,1
7361,5,1,4,0,5,17,16,21,4,1
7362,1,0,11,0,24,46,29,92,22,0
7363,12,0,10,0,7,3,10,2,2,1
7364,21,0,23,4,5,2,33,42,4,1
7365,5,0,11,0,24,56,1,92,60,1
7366,15,0,32,0,2,25,1,11,2,1
7367,2,9,24,0,2,2,41,38,4,1
7368,5,0,13,0,5,41,10,3,4,1
7369,25,12,7,0,7,2,7,7,4,1
7370,0,0,11,0,23,50,29,46,35,0
7371,5,0,13,0,23,34,2,46,10,1
7372,1,0,9,5,17,30,1,22,4,1
7373,5,0,31,15,23,2,43,32,10,1
7374,0,0,11,0,31,47,29,6,34,0
7375,11,0,21,0,3,2,10,22,2,1
7376,25,3,17,7,7,2,14,47,4,1
7377,1,0,10,2,17,19,39,30,4,1
7378,12,0,5,0,2,49,11,29,4,1
7379,1,10,8,2,30,2,12,33,28,0
7380,7,0,10,5,8,19,18,11,4,1
7381,1,0,15,0,7,19,14,19,12,0
7382,5,0,11,10,12,55,1,70,9,1
7383,4,0,18,0,5,1,30,46,2,1
7384,7,6,14,0,8,26,14,47,4,1
7385,8,4,22,0,3,2,59,42,2,1
7386,37,12,12,0,17,2,22,27,4,1
7387,1,0,15,0,7,30,14,19,12,0
7388,5,0,8,0,29,7,18,55,16,1
7389,5,0,8,0,36,1,18,61,41,1
7390,42,0,19,7,22,2,35,19,2,1
7391,21,10,11,0,6,55,2,47,2,1
7392,5,0,13,0,6,1,10,22,2,1
7393,23,9,18,0,17,2,20,30,2,1
7394,3,5,5,0,4,2,39,30,4,1
7395,0,0,5,0,4,1,34,30,2,1
7396,21,10,3,0,5,2,14,47,4,1
7397,0,0,3,10,30,23,49,70,28,0
7398,1,0,1,0,5,1,1,16,23,0
7399,15,0,24,0,2,2,50,38,2,1
7400,22,0,7,10,1,2,17,17,4,1
7401,9,0,0,7,8,2,11,3,2,1
7402,4,0,7,3,5,2,18,1,2,1
7403,5,0,13,0,13,8,2,19,3,1
7404,2,0,17,1,2,2,10,22,4,1
7405,21,5,12,0,37,2,41,51,21,1
7406,8,1,5,0,3,2,18,21,2,1
7407,5,0,11,3,13,9,1,18,3,1
7408,1,4,13,11,29,2,36,80,29,0
7409,10,11,11,0,7,2,20,30,2,1
7410,6,0,6,10,7,2,38,38,4,1
7411,19,0,5,9,5,2,13,5,2,1
7412,40,11,26,8,40,25,21,39,2,1
7413,5,0,0,0,5,49,13,21,4,1
7414,5,0,0,2,6,2,4,1,2,1
7415,4,1,11,0,5,12,6,22,2,1
7416,7,12,0,0,8,50,6,3,4,1
7417,8,0,7,5,8,23,1,22,4,1
7418,5,1,11,0,6,53,2,47,2,1
7419,54,0,26,0,45,2,4,1,4,1
7420,10,5,10,0,7,2,10,2,2,1
7421,25,10,8,6,7,2,39,17,4,1
7422,5,0,12,0,6,0,15,57,2,1
7423,5,0,11,0,30,50,1,57,5,1
7424,0,0,20,2,29,2,10,78,29,0
7425,1,0,10,0,4,37,39,17,2,1
7426,46,4,18,2,34,2,23,64,50,2
7427,1,0,15,0,1,4,1,5,1,0
7428,5,0,11,0,23,6,1,46,10,1
7429,11,9,17,0,3,2,16,13,2,1
7430,3,14,11,0,23,2,49,46,30,0
7431,46,8,10,0,34,39,23,64,50,2
7432,5,0,11,0,10,5,1,12,23,1
7433,34,0,37,0,35,43,27,27,28,2
7434,4,0,7,3,3,2,18,11,4,1
7435,5,0,3,0,21,26,18,50,35,1
7436,5,0,29,0,6,7,44,50,2,1
7437,6,0,13,0,7,50,25,30,4,1
7438,21,0,0,0,6,18,4,1,2,1
7439,6,12,8,0,7,46,17,17,4,1
7440,5,9,21,8,10,2,4,48,8,1
7441,24,4,11,0,5,2,10,31,4,1
7442,29,10,10,14,33,27,40,54,27,2
7443,9,8,11,0,8,2,17,27,4,1
7444,24,0,21,12,5,2,14,47,4,1
7445,19,3,15,0,5,2,26,12,2,1
7446,15,0,7,8,1,50,39,73,4,1
7447,11,0,13,15,3,8,7,29,4,1
7448,11,0,17,13,3,2,30,13,4,1
7449,1,0,9,0,1,19,2,21,1,0
7450,0,12,11,0,4,2,12,74,2,1
7451,1,0,11,0,8,31,12,8,3,0
7452,0,0,7,15,4,2,34,23,2,1
7453,1,12,11,0,41,2,12,102,59,0
7454,5,0,25,0,14,50,6,21,11,1
7455,1,1,15,10,7,2,14,18,12,0
7456,22,8,18,8,1,37,7,29,4,1
7457,11,0,10,2,3,2,16,5,4,1
7458,15,1,0,5,1,30,25,30,4,1
7459,6,0,0,15,8,24,7,3,2,1
7460,5,0,22,0,6,15,32,15,4,1
7461,0,0,27,0,0,37,11,56,0,0
7462,7,3,4,6,8,2,10,31,4,1
7463,4,0,4,0,3,63,14,47,4,1
7464,7,0,5,0,8,19,1,47,4,1
7465,1,3,14,0,17,2,20,4,4,1
7466,1,0,9,0,3,33,1,57,5,0
7467,12,12,8,0,7,4,20,17,2,1
7468,9,0,14,0,8,19,14,47,4,1
7469,4,10,20,0,3,46,41,35,4,1
7470,7,0,11,0,8,9,22,27,4,1
7471,0,4,7,0,4,2,20,23,4,1
7472,8,0,3,0,3,7,7,3,2,1
7473,5,1,44,4,6,7,23,110,4,1
7474,0,0,9,0,7,55,1,39,10,0
7475,1,12,10,0,4,4,25,17,2,1
7476,24,12,8,2,5,2,2,22,4,1
7477,4,12,4,0,5,51,14,21,2,1
7478,4,0,19,2,3,42,43,10,4,1
7479,23,5,1,0,17,2,10,22,4,1
7480,7,8,10,4,8,2,18,11,4,1
7481,1,0,11,0,0,12,29,51,0,0
7482,1,0,20,0,2,2,10,1,11,0
7483,23,1,4,0,17,2,49,87,4,1
7484,5,0,0,9,6,2,13,5,4,1
7485,0,0,1,7,2,2,14,43,11,0
7486,4,8,11,0,5,18,11,31,2,1
7487,5,0,8,0,21,35,14,37,18,1
7488,1,8,15,0,8,51,14,38,3,0
7489,5,0,7,0,29,54,30,85,16,1
7490,1,8,28,0,2,34,4,39,11,0
7491,21,0,11,8,5,54,2,31,4,1
7492,7,0,22,0,8,29,9,6,4,1
7493,25,4,3,0,7,2,17,27,4,1
7494,2,10,7,3,2,2,17,27,2,1
7495,12,0,18,0,2,10,10,31,4,1
7496,6,0,7,0,7,0,6,7,4,1
7497,1,0,3,0,31,23,28,42,34,0
7498,3,9,10,0,4,27,17,17,4,1
7499,9,12,20,0,8,2,56,19,4,1
7500,5,0,11,2,13,46,14,35,12,1
7501,21,0,36,0,6,16,52,24,2,1
7502,1,3,21,0,32,2,49,94,51,0
7503,0,12,10,0,4,2,25,17,2,1
7504,4,0,5,8,5,35,4,5,2,1
7505,5,0,3,0,6,56,14,21,2,1
7506,1,0,9,6,8,2,1,18,3,0
7507,0,1,11,4,8,2,12,8,3,0
7508,5,0,11,0,23,34,14,39,10,1
7509,1,0,1,0,4,32,1,11,2,1
7510,5,0,0,11,30,2,13,16,5,1
7511,29,0,10,0,32,46,24,59,32,2
7512,7,12,13,0,3,59,17,8,2,1
7513,5,0,21,0,30,59,4,16,5,1
7514,5,0,20,0,31,1,48,63,30,1
7515,5,0,20,0,36,18,52,85,35,1
7516,1,0,15,0,8,16,14,38,3,0
7517,5,0,21,0,30,0,4,16,5,1
7518,0,0,9,0,7,39,1,39,10,0
7519,9,22,11,15,8,8,17,8,2,3
7520,12,12,10,0,2,58,10,3,4,1
7521,11,8,22,0,3,2,59,42,2,1
7522,45,0,26,10,22,2,53,18,2,1
7523,15,0,5,0,2,37,22,29,2,1
7524,3,0,10,0,1,62,22,29,2,1
7525,37,0,3,3,17,2,12,74,4,1
7526,21,0,11,10,5,2,2,31,4,1
7527,5,0,21,1,10,2,4,48,23,1
7528,6,0,7,0,7,50,6,3,4,1
7529,11,24,11,0,23,2,7,46,5,4
7530,5,0,21,7,6,1,4,1,2,1
7531,5,0,0,0,30,18,16,24,5,1
7532,4,0,0,0,3,54,2,22,4,1
7533,37,0,4,3,17,2,0,87,4,1
7534,6,0,12,2,7,2,13,1,4,1
7535,5,0,3,0,31,13,18,42,30,1
7536,1,0,9,0,7,54,1,39,12,0
7537,5,0,33,0,14,37,10,1,11,1
7538,21,0,4,10,5,37,13,21,4,1
7539,12,0,10,10,2,37,6,3,4,1
7540,23,9,4,0,17,2,49,87,2,1
7541,5,1,27,10,37,1,48,34,28,1
7542,7,0,10,12,8,19,18,11,4,1
7543,10,0,10,15,7,2,10,2,2,1
7544,7,11,13,0,8,27,17,17,4,1
7545,7,4,27,10,8,2,35,46,4,1
7546,41,10,31,2,35,2,27,29,21,2
7547,1,1,10,0,17,16,25,23,4,1
7548,42,0,19,0,22,2,35,19,2,1
7549,1,0,11,0,0,15,29,51,0,0
7550,1,0,11,0,11,4,29,93,56,0
7551,14,0,5,0,38,30,24,93,46,2
7552,1,0,3,0,36,16,28,61,45,0
7553,6,8,21,0,7,2,8,8,4,1
7554,5,0,13,0,10,1,1,24,23,1
7555,8,0,21,10,3,20,6,22,2,1
7556,5,0,9,0,25,54,45,63,24,1
7557,3,0,0,3,1,20,34,23,2,1
7558,9,3,4,10,8,2,6,31,2,1
7559,8,0,13,9,3,2,17,8,2,1
7560,5,0,11,0,13,35,1,18,12,1
7561,1,0,35,5,8,50,18,57,3,0
7562,16,12,5,0,28,55,23,54,27,2
7563,9,0,0,0,8,48,11,3,2,1
7564,5,0,23,0,6,18,55,61,2,1
7565,5,0,23,15,9,2,55,50,1,1
7566,37,0,5,8,17,2,31,44,4,1
7567,5,0,11,15,6,1,1,47,4,1
7568,1,0,9,0,1,27,2,21,1,0
7569,7,0,11,0,8,10,8,8,4,1
7570,13,0,7,0,33,52,23,58,31,2
7571,2,0,7,10,2,3,22,27,4,1
7572,7,0,11,3,3,59,8,7,2,1
7573,21,9,16,0,9,2,43,15,1,1
7574,1,0,32,0,19,17,7,0,60,0
7575,5,0,0,0,13,18,13,33,12,1
7576,5,0,21,0,6,53,4,1,2,1
7577,9,0,5,0,8,8,2,47,2,1
7578,4,0,0,0,5,24,1,21,2,1
7579,5,0,20,14,21,2,48,51,18,1
7580,37,3,0,0,17,2,49,89,4,1
7581,5,0,8,4,19,26,14,41,21,1
7582,0,0,15,0,7,48,14,19,10,0
7583,14,0,14,5,41,2,23,71,49,2
7584,15,0,4,0,2,52,39,27,2,1
7585,12,0,7,0,7,5,8,7,2,1
7586,9,63,0,0,8,2,11,3,2,3
7587,5,0,13,0,6,56,10,22,2,1
7588,5,0,35,12,14,2,19,10,11,1
7589,11,0,5,5,3,2,14,21,2,1
7590,13,0,5,9,43,2,23,65,37,2
7591,5,0,21,0,21,22,4,15,35,1
7592,5,6,11,11,6,2,1,47,4,1
7593,0,0,3,0,37,2,28,81,43,0
7594,22,8,4,0,1,2,25,30,4,1
7595,20,0,10,0,17,6,34,30,2,1
7596,7,6,8,0,8,0,8,8,4,1
7597,14,10,14,0,33,34,23,88,42,2
7598,10,0,17,6,7,2,2,47,2,1
7599,1,0,15,2,2,2,14,46,11,0
7600,5,0,11,12,29,2,14,32,16,1
7601,5,0,36,5,21,3,26,34,18,1
7602,5,0,37,0,13,9,33,32,3,1
7603,4,0,3,0,3,13,2,31,4,1
7604,5,0,16,2,30,59,44,85,5,1
7605,6,0,27,2,7,2,16,5,4,1
7606,7,9,11,0,3,55,22,29,2,1
7607,4,0,13,0,3,17,7,29,4,1
7608,9,1,7,0,7,17,10,3,4,1
7609,22,64,9,5,2,2,13,13,2,1
7610,6,8,33,5,7,31,20,4,4,1
7611,4,2,8,0,5,4,6,22,2,1
7612,5,0,9,0,25,1,45,67,24,1
7613,5,0,7,13,21,31,21,41,35,1
7614,0,0,35,8,4,15,18,1,2,1
7615,0,0,15,0,1,30,14,5,1,0
7616,5,0,13,0,30,1,1,38,5,1
7617,0,8,7,0,4,8,31,4,2,1
7618,1,0,4,0,38,2,3,92,52,0
7619,24,10,10,0,5,2,21,43,4,1
7620,4,0,3,5,3,34,10,3,4,1
7621,17,0,19,0,18,50,27,7,16,2
7622,25,1,0,4,7,35,8,8,4,1
7623,8,0,10,5,3,2,4,1,2,1
7624,6,12,24,0,7,9,26,70,4,1
7625,5,0,20,0,23,15,48,6,10,1
7626,4,0,17,10,3,1,35,43,4,1
7627,6,0,5,0,7,26,10,3,4,1
7628,9,8,0,0,8,6,11,3,2,1
7629,8,0,3,8,3,2,11,31,2,1
7630,0,0,17,0,4,8,17,27,2,1
7631,9,0,4,0,7,29,6,29,4,1
7632,5,0,23,1,10,2,33,34,8,1
7633,9,5,21,0,8,2,7,7,4,1
7634,5,0,4,0,34,5,16,84,34,1
7635,18,3,17,13,26,2,24,90,50,2
7636,5,0,16,0,13,52,44,63,3,1
7637,5,8,16,0,14,92,44,41,11,1
7638,9,0,10,0,8,2,14,11,4,1
7639,29,0,10,0,38,1,24,56,26,2
7640,5,0,3,0,23,52,18,19,10,1
7641,6,0,18,8,7,19,14,47,4,1
7642,0,0,1,9,3,39,14,33,5,0
7643,8,4,7,0,3,56,2,47,2,1
7644,15,10,4,0,1,30,39,30,4,1
7645,7,0,7,0,3,52,2,47,2,1
7646,0,1,1,12,2,20,14,43,11,0
7647,6,0,33,10,7,3,20,4,4,1
7648,1,0,15,2,7,45,14,19,12,0
7649,1,6,35,3,7,2,18,18,12,0
7650,12,0,8,0,7,6,20,17,2,1
7651,0,0,11,0,39,31,12,71,40,0
7652,4,0,8,0,3,30,6,3,4,1
7653,7,0,10,0,3,61,18,1,2,1
7654,6,0,6,0,8,38,38,70,2,1
7655,9,8,7,4,8,28,6,22,2,1
7656,62,65,16,44,9,52,67,15,59,2
7657,5,9,6,0,6,2,9,6,4,1
7658,7,8,19,0,8,2,59,42,4,1
7659,22,0,11,5,1,2,3,9,4,1
7660,9,0,12,0,8,52,16,13,2,1
7661,12,1,10,0,2,50,6,3,4,1
7662,2,4,8,6,2,2,34,23,2,1
7663,9,0,17,0,7,30,18,47,4,1
7664,1,0,1,13,8,22,1,35,3,0
7665,5,0,3,0,19,18,18,80,21,1
7666,5,0,4,0,26,19,16,51,25,1
7667,5,0,0,10,9,2,4,43,1,1
7668,6,0,14,0,8,51,2,47,2,1
7669,5,0,23,0,13,40,33,55,3,1
7670,12,0,17,8,7,28,2,47,2,1
7671,8,0,21,0,3,25,6,22,2,1
7672,1,12,0,0,0,34,0,0,0,0
7673,24,9,8,8,5,2,2,22,4,1
7674,3,0,10,10,4,27,22,17,4,1
7675,1,0,12,0,17,57,8,27,4,1
7676,5,0,28,0,23,31,19,37,10,1
7677,9,0,21,0,7,17,7,8,4,1
7678,12,5,14,0,2,2,11,7,4,1
7679,1,10,9,0,7,2,1,39,12,0
7680,5,0,20,0,23,8,52,62,10,1
7681,16,12,5,0,16,7,23,28,15,2
7682,4,0,0,0,3,46,1,22,4,1
7683,5,0,0,6,36,2,13,37,41,1
7684,5,0,0,0,30,10,13,16,5,1
7685,38,12,19,14,18,27,54,7,21,2
7686,7,0,21,15,3,56,11,22,2,1
7687,5,0,13,0,30,10,1,38,5,1
7688,5,0,8,0,37,35,18,75,28,1
7689,1,9,15,0,4,30,1,11,2,1
7690,24,1,0,11,5,2,18,11,4,1
7691,8,11,2,0,3,52,30,46,2,1
7692,5,2,11,0,23,2,2,46,10,1
7693,5,0,3,0,12,8,18,24,9,1
7694,5,0,7,3,13,2,30,16,3,1
7695,8,0,0,11,3,8,10,2,2,1
7696,0,0,27,15,29,19,11,64,29,0
7697,20,0,18,0,22,2,34,4,4,1
7698,25,8,14,15,7,1,10,22,4,1
7699,5,0,36,5,36,19,26,60,35,1
