,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
430,1,1,5,0,1,7,5,11,11,8,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
431,4,0,4,0,1,28,1,8,18,1,6,8,1,2,2,1,6,3,2,0,0,0,0,0,0,0,0,0,5,0,0
432,2,0,5,0,1,3,23,5,29,5,0,5,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
433,1,0,5,0,1,21,15,8,3,9,1,5,2,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
434,5,1,6,2,1,1,5,23,22,13,2,0,4,1,0,1,6,5,0,3,0,0,0,0,0,2,0,0,2,0,0
435,4,1,4,0,1,26,15,21,0,21,4,2,1,0,1,0,0,5,2,1,4,4,2,0,0,2,2,0,0,0,0
436,1,0,5,2,1,37,19,2,27,33,8,4,0,0,0,6,0,3,1,2,2,0,2,0,2,0,5,2,3,0,0
437,2,0,6,2,1,15,5,21,23,32,3,1,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,5,0,2
438,0,0,5,0,1,2,15,0,1,9,0,5,1,1,0,1,0,3,1,2,0,0,0,0,0,0,0,1,0,0,0
439,2,0,6,0,1,1,10,27,15,3,4,4,6,1,0,1,1,3,1,0,0,0,0,0,0,0,0,0,2,0,0
440,1,0,2,0,1,11,8,21,23,0,3,4,0,0,0,1,0,5,1,1,0,1,0,1,3,1,0,2,3,0,0
441,0,1,4,0,1,18,18,19,6,25,0,1,0,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,6,0,0
442,4,0,0,0,1,2,2,28,20,13,7,6,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
443,4,0,5,0,1,22,16,0,0,21,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
444,1,0,5,0,1,28,6,10,33,20,1,2,1,0,1,0,1,2,0,2,0,4,0,1,3,3,1,2,3,0,0
445,1,1,2,0,1,21,13,2,6,16,5,4,1,0,2,1,0,3,1,2,0,4,0,0,2,0,0,2,3,0,0
446,2,0,6,0,1,25,10,23,27,17,5,7,0,1,1,2,0,2,0,0,0,4,0,0,3,4,0,3,6,0,0
447,2,1,5,0,1,16,18,10,4,13,0,4,0,3,3,1,3,2,1,1,0,1,0,5,3,3,1,3,2,0,0
448,2,0,5,0,1,4,13,2,3,2,4,4,0,0,1,0,0,6,2,2,2,4,0,1,2,0,0,2,3,0,0
449,2,0,2,0,1,17,2,2,23,13,3,5,0,1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
450,0,0,5,0,1,3,13,9,20,6,2,4,0,1,0,1,3,3,1,2,0,0,0,0,0,0,0,0,5,0,0
451,1,1,5,0,1,38,14,12,20,21,2,1,0,0,3,1,2,2,0,0,0,4,0,1,2,0,0,2,0,0,0
452,4,1,1,0,1,3,0,20,6,25,6,8,1,6,1,5,0,5,1,1,2,3,4,1,5,4,6,3,1,0,1
453,2,0,5,0,1,23,3,15,6,34,8,1,1,3,3,1,0,2,0,0,0,4,0,0,5,0,0,0,6,0,0
454,0,1,5,0,1,19,19,21,32,20,8,2,1,3,2,4,0,1,1,1,1,3,3,1,2,1,2,2,3,0,1
455,0,0,2,0,1,2,0,9,3,13,2,9,0,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,2,0,0
456,2,0,5,0,1,6,8,9,3,8,0,4,1,5,1,1,0,5,1,2,0,1,0,5,5,3,0,3,3,0,0
457,1,1,2,0,1,30,22,32,34,22,4,4,2,3,0,1,0,1,1,2,0,3,0,5,3,3,1,3,6,0,0
458,2,0,5,0,1,38,27,17,27,23,8,4,1,3,3,4,0,6,1,1,0,4,3,4,3,1,1,2,3,0,0
459,2,1,6,0,1,33,27,22,22,29,4,0,0,1,1,1,0,3,2,0,0,3,0,0,2,0,0,2,2,0,0
460,0,1,6,0,1,23,15,1,20,35,5,7,6,0,1,3,0,3,1,2,0,4,0,0,2,2,0,1,3,0,1
461,4,1,3,0,1,22,16,0,26,29,0,2,1,2,1,1,0,4,4,3,0,0,0,0,1,2,0,1,5,0,1
462,2,0,5,0,1,0,3,23,1,6,3,1,0,0,1,2,1,2,0,0,0,4,0,0,2,3,1,3,3,0,0
463,2,0,2,0,1,15,6,3,12,22,5,8,0,1,1,1,0,3,1,0,0,0,0,0,0,0,0,0,3,0,0
464,2,0,5,0,4,0,18,23,14,25,1,8,5,0,0,0,0,5,0,0,0,3,0,0,2,0,0,2,3,0,4
465,4,1,5,0,1,28,8,17,15,18,0,1,1,2,2,1,6,4,0,3,0,0,0,0,0,2,0,1,0,0,0
466,0,1,5,0,1,20,9,19,4,8,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
467,1,1,5,0,1,17,20,1,1,0,8,7,0,3,1,1,0,2,0,1,0,3,0,0,2,3,0,2,3,0,0
468,4,0,4,2,1,37,4,7,13,33,0,4,6,2,2,6,0,4,1,3,1,2,2,0,0,2,3,0,3,0,0
469,2,0,5,0,1,24,2,21,23,13,1,6,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
470,2,1,2,0,3,11,7,23,14,28,0,2,0,0,1,0,0,5,0,2,0,3,0,0,2,3,0,3,3,0,0
471,2,0,7,0,1,0,8,13,18,0,3,1,0,0,1,0,0,2,0,2,2,4,2,0,2,1,5,0,3,0,4
472,0,0,6,2,1,15,8,4,6,10,8,1,3,1,0,2,0,5,0,2,0,0,0,0,0,0,5,0,3,0,0
473,5,0,5,0,0,7,23,9,23,21,2,9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
474,4,0,5,2,1,17,23,4,1,6,1,6,6,2,0,1,0,5,2,3,0,0,0,0,0,2,0,0,4,0,0
475,0,1,5,0,1,43,16,28,27,22,3,6,1,1,0,1,0,3,4,0,0,0,0,0,0,0,0,0,3,0,2
476,0,0,0,0,1,33,25,19,24,29,5,8,1,1,2,6,0,3,0,1,0,0,0,0,0,0,0,0,3,0,0
477,1,0,5,0,1,18,2,12,8,3,0,4,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
478,1,0,2,4,1,18,19,1,26,23,3,2,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0
479,2,1,6,2,1,25,3,13,25,20,2,6,6,3,0,2,0,2,2,1,0,3,3,2,3,3,1,3,3,0,0
480,0,0,5,4,1,22,9,21,23,3,3,2,1,0,2,6,0,2,0,2,0,4,1,3,0,2,5,1,3,0,0
481,0,1,6,0,1,1,13,21,20,5,1,1,5,2,0,1,0,5,5,3,0,2,1,0,0,2,0,1,5,0,1
482,1,0,5,0,1,38,15,1,11,6,3,6,3,1,1,0,1,5,0,0,0,1,0,2,2,0,0,3,5,0,0
483,0,0,4,0,1,27,23,0,1,25,2,0,2,2,2,1,0,5,1,3,0,2,0,0,0,0,0,0,3,0,0
484,4,0,4,0,1,2,21,5,14,11,2,6,1,1,2,1,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0
485,1,1,3,3,1,33,4,23,6,14,1,0,0,4,0,0,0,6,2,0,0,0,0,0,2,0,0,0,6,0,1
486,0,0,3,2,1,32,14,17,10,23,3,5,2,1,0,6,0,5,1,3,1,0,1,0,0,2,0,1,3,0,0
487,1,1,4,0,1,18,27,9,1,22,0,7,1,3,1,0,0,5,1,1,0,3,0,0,3,0,0,2,5,0,4
488,2,1,7,0,1,36,27,21,7,26,0,4,6,1,0,1,4,5,2,0,0,0,0,0,5,0,0,0,2,0,0
489,2,1,6,0,1,8,24,20,25,14,1,7,0,1,0,1,0,5,0,1,0,1,0,2,5,4,0,4,6,0,0
490,4,0,0,0,1,6,2,10,4,11,5,10,0,2,2,3,0,5,0,3,1,2,1,0,0,2,2,1,3,0,0
491,2,1,3,0,1,11,15,10,3,0,3,2,1,0,1,1,1,5,2,1,0,1,0,1,3,0,0,3,1,0,4
492,2,1,0,0,1,14,0,20,15,23,8,8,0,1,5,4,0,5,0,0,0,0,0,0,3,0,0,0,3,0,0
493,2,1,6,0,1,4,4,20,24,26,2,5,1,1,0,1,0,2,0,0,0,6,0,2,3,4,0,4,3,0,0
494,2,1,0,3,2,17,19,10,3,8,2,1,2,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0
495,5,1,6,2,1,10,9,28,3,6,2,5,6,2,0,3,0,3,1,3,0,0,0,0,3,2,4,0,3,0,0
496,1,1,2,0,1,21,22,33,9,0,1,4,1,0,1,0,0,3,1,2,0,4,0,0,0,1,0,2,3,0,0
497,1,1,4,3,1,20,0,20,17,11,0,4,2,2,2,1,0,5,0,3,0,2,0,0,0,2,0,1,3,0,1
498,5,0,6,0,1,15,25,1,23,24,8,7,0,2,2,2,0,5,1,2,2,4,1,0,2,2,2,1,0,0,0
499,0,0,0,5,1,21,15,2,6,7,4,8,6,1,2,0,0,5,1,6,0,1,0,0,3,0,0,0,3,0,1
500,1,0,0,0,1,27,13,7,15,22,8,9,6,2,0,1,0,3,0,0,0,2,0,0,0,0,5,0,3,0,1
501,2,1,6,2,1,13,18,12,9,25,4,8,0,1,0,1,0,5,1,0,0,0,0,0,0,4,0,3,6,0,0
502,5,0,0,1,1,21,5,12,6,3,5,8,4,1,2,4,1,6,2,3,1,0,0,0,6,2,4,1,4,0,1
503,0,1,4,0,1,20,8,12,15,21,2,0,4,1,0,1,0,5,0,0,0,0,0,0,0,0,0,1,3,0,0
504,4,1,0,3,1,18,15,21,10,16,8,4,6,2,0,2,0,3,1,2,0,2,0,0,0,2,0,1,3,0,0
505,0,1,5,0,1,2,18,20,6,3,3,4,2,0,3,3,0,3,0,3,0,0,0,0,2,0,0,3,0,0,1
506,1,1,5,0,1,24,5,6,25,0,3,5,6,0,3,1,1,5,1,1,0,4,0,1,0,0,0,2,3,0,0
507,0,1,4,0,1,33,6,8,27,11,1,4,0,0,1,2,1,3,1,3,0,0,0,0,0,2,0,0,0,0,0
508,0,0,2,3,1,8,24,12,11,8,2,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1
509,0,1,5,0,1,21,23,0,4,22,4,1,0,0,1,1,0,6,0,2,1,4,0,3,0,2,0,1,6,0,0
510,4,0,2,0,1,18,15,13,23,23,0,0,0,2,2,3,0,6,1,3,1,0,1,0,0,2,2,0,6,0,0
511,2,1,6,0,1,18,15,28,20,2,6,2,1,3,0,1,0,5,1,1,0,3,0,0,3,0,6,0,3,0,0
512,5,1,4,2,1,3,5,13,1,21,0,1,6,0,2,3,0,6,1,6,3,3,1,0,0,2,5,1,3,0,1
513,0,1,4,0,1,30,5,5,12,25,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0
514,2,0,8,2,1,26,1,10,20,23,8,10,0,3,0,5,0,5,0,0,0,3,0,0,5,0,4,3,3,0,4
515,0,0,4,0,1,3,9,19,2,23,0,5,1,0,1,0,0,3,1,2,2,2,2,3,0,0,5,2,3,0,1
516,1,0,2,0,1,0,13,21,12,6,1,1,3,1,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
517,1,1,0,3,1,14,0,9,23,11,4,7,3,3,1,6,0,5,1,1,0,3,3,0,0,1,5,0,3,0,1
518,1,1,2,0,1,3,21,16,14,9,4,7,0,0,1,4,1,2,0,2,2,3,2,1,0,0,0,0,6,0,4
519,0,0,5,0,1,28,5,6,6,6,2,9,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0
520,4,0,4,4,1,6,5,2,12,8,1,0,6,1,0,6,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0
521,2,1,6,2,1,21,21,3,25,1,4,4,0,1,0,1,0,5,0,0,0,3,0,0,0,3,0,3,3,0,0
522,2,1,6,0,1,7,15,13,6,29,3,4,0,1,0,1,0,5,1,0,0,0,0,0,5,0,0,0,3,0,0
523,0,0,7,0,1,24,3,25,20,21,2,9,3,0,1,0,0,3,0,2,2,4,2,0,0,2,5,0,5,0,1
524,4,0,5,4,1,1,18,23,5,30,3,4,0,2,2,6,4,5,4,3,1,2,0,0,0,3,3,1,2,0,1
525,5,1,3,0,1,39,15,8,15,21,1,5,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0
526,2,1,0,0,1,30,27,12,7,14,8,4,2,1,1,1,2,6,0,6,0,3,0,0,2,0,1,0,1,0,0
527,0,1,1,0,1,6,13,13,3,26,4,1,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0
528,1,0,0,0,1,4,24,3,15,0,0,7,0,0,1,3,0,2,1,5,0,4,0,3,0,2,0,2,6,0,1
529,5,1,5,0,1,30,8,28,7,3,0,0,0,1,0,1,0,4,2,0,0,0,0,0,0,0,0,0,2,0,0
530,4,1,5,0,1,22,11,19,11,17,0,8,0,0,2,0,0,5,0,1,3,4,1,0,0,1,5,2,3,0,1
531,2,0,5,0,1,7,9,19,13,7,3,0,2,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
532,1,1,2,0,1,16,13,19,2,20,4,4,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0
533,0,0,2,0,1,39,31,4,26,18,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,1,0,5,2,1,30,8,20,21,10,3,1,0,5,0,6,0,3,2,4,0,4,3,1,0,1,1,2,3,0,1
535,2,0,5,0,1,15,2,6,8,20,4,4,1,1,3,1,1,1,0,1,0,3,0,0,3,0,0,0,5,0,0
536,4,0,6,0,4,4,5,16,1,17,2,3,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
537,0,0,5,0,1,25,5,3,3,3,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
538,4,1,2,0,1,5,22,13,3,9,7,0,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
539,4,0,5,0,1,8,21,13,0,8,2,3,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
540,4,0,5,3,5,28,2,3,1,21,3,4,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
541,0,1,8,0,1,4,2,20,24,2,3,7,1,2,2,5,0,6,0,2,0,4,1,1,5,2,0,1,3,0,1
542,1,0,5,0,1,23,18,6,6,23,0,1,1,1,0,1,1,0,0,2,0,4,0,0,0,0,0,0,6,0,0
543,2,0,4,0,1,38,0,19,6,2,5,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1
544,0,0,0,0,1,19,9,4,3,11,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
545,4,0,6,2,1,11,19,20,35,0,2,0,3,0,0,0,0,3,1,2,2,0,0,0,0,2,5,0,3,0,0
546,1,0,2,0,1,39,25,6,12,27,2,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
547,2,1,5,0,1,38,19,9,20,32,4,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
548,1,0,2,3,1,17,24,9,9,1,0,6,2,1,0,1,1,3,3,0,0,0,0,0,0,0,0,0,5,0,0
549,2,0,5,0,1,3,19,7,1,4,2,5,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
550,0,0,2,0,1,10,22,9,10,7,0,7,2,0,2,1,0,1,0,1,0,3,0,2,3,3,0,3,5,0,0
551,2,0,2,0,1,43,11,13,1,23,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
552,1,0,2,3,3,22,28,4,15,21,1,9,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0
553,1,0,1,0,1,6,15,4,15,4,4,4,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
554,4,0,2,0,1,28,16,8,15,6,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
555,2,0,5,0,1,3,5,21,23,23,2,5,1,0,1,1,0,3,2,0,0,3,0,1,3,0,0,2,0,0,0
556,1,0,5,0,1,35,23,13,26,4,1,1,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0
557,2,0,5,0,1,2,13,0,8,1,5,7,0,0,1,1,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0
558,4,0,5,0,1,10,8,10,11,7,3,5,1,2,2,1,0,4,1,3,0,0,0,0,0,2,0,0,3,0,0
559,2,0,5,0,1,22,9,19,11,21,1,5,1,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0
560,0,0,5,0,1,6,18,10,10,13,0,1,0,2,0,2,0,3,1,2,0,4,0,1,0,0,0,0,5,0,0
561,0,0,2,0,2,44,15,5,4,18,0,6,1,1,2,3,0,3,1,0,0,0,0,0,0,2,0,1,3,0,1
562,1,0,2,0,1,23,21,0,27,25,3,4,0,1,3,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0
563,4,0,6,0,1,2,19,3,20,22,6,6,3,6,0,1,0,2,0,3,0,0,0,0,0,0,0,1,3,0,1
564,4,0,2,0,1,0,3,9,3,11,1,6,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
565,2,0,5,0,1,30,24,6,8,3,2,0,0,0,1,0,1,1,1,0,0,4,0,0,0,0,0,0,3,0,1
566,2,1,5,0,1,32,18,17,0,10,0,4,1,1,1,1,0,2,1,2,0,0,0,0,2,0,0,0,3,0,0
567,0,1,2,0,1,22,3,13,4,0,0,1,4,1,0,1,5,4,0,0,0,0,0,0,0,0,0,1,4,0,0
568,0,0,1,0,1,16,2,13,0,30,1,5,1,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,3,0,1
569,0,0,0,4,1,28,24,8,27,22,4,8,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
570,2,0,2,0,1,35,1,13,14,9,3,8,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
571,0,1,0,0,1,38,12,11,10,20,6,4,1,2,2,3,0,2,1,3,0,2,0,0,0,2,0,0,3,0,1
572,5,0,6,2,1,11,23,10,9,22,4,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0
573,0,0,5,0,1,40,11,25,3,32,1,3,1,2,0,1,1,3,1,3,0,2,0,0,0,2,0,0,0,0,0
574,0,1,4,0,1,39,2,5,12,7,0,4,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,2,3,0,0
575,1,0,2,0,2,23,21,9,3,6,1,5,2,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0
576,1,0,5,0,1,22,2,19,18,1,1,1,2,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,4,0,0
577,4,0,2,0,1,22,13,21,14,18,2,3,1,2,0,0,2,4,1,0,0,0,0,0,0,2,0,1,4,0,0
578,2,0,2,0,1,3,2,28,20,13,0,1,0,1,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
579,0,0,6,0,1,17,8,8,15,24,6,1,1,2,2,3,0,3,1,2,0,2,0,0,0,2,0,1,0,0,0
580,2,1,6,0,1,11,26,10,4,20,8,8,1,1,5,1,0,6,1,0,0,6,0,5,2,0,0,2,3,0,0
581,0,0,0,0,1,0,22,31,4,6,4,4,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
582,2,0,6,2,1,6,8,0,17,22,0,7,0,1,0,2,0,1,1,0,0,3,0,0,0,0,0,0,5,0,0
583,1,1,5,0,1,7,9,12,24,13,5,2,3,1,1,1,3,4,1,0,0,0,0,0,0,0,0,1,4,0,0
584,2,1,0,0,1,4,0,17,10,25,4,2,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
585,2,1,6,0,1,0,21,12,1,32,3,8,0,4,1,4,0,5,1,0,0,0,0,0,3,3,0,3,3,0,0
586,1,0,4,0,1,2,26,10,8,8,0,4,0,3,2,2,0,5,1,3,0,2,0,0,0,0,0,1,3,0,0
587,5,0,6,2,1,5,13,21,0,21,4,4,3,2,0,3,0,5,1,3,0,2,0,0,0,2,0,0,2,0,0
588,0,1,7,0,1,27,8,0,9,3,0,2,6,3,1,3,0,5,0,2,0,4,1,0,0,2,2,0,3,0,1
589,0,0,5,0,1,18,19,12,2,5,0,6,1,1,0,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
590,0,0,0,2,1,45,23,9,17,27,1,1,0,1,0,1,0,5,1,2,3,4,0,0,3,0,0,0,3,0,0
591,1,1,0,3,3,20,23,3,3,3,3,8,0,1,3,1,0,6,0,1,0,0,0,0,5,0,0,2,3,0,0
592,0,1,4,0,1,16,0,0,24,20,5,8,0,0,3,4,0,6,0,2,0,3,0,1,3,1,0,3,2,0,0
593,4,1,0,3,1,0,9,4,25,21,0,8,1,2,2,0,0,4,2,3,1,0,0,0,0,2,0,1,4,0,0
594,2,1,4,0,1,26,2,15,8,6,4,7,0,0,0,1,1,6,0,1,0,1,0,0,0,0,0,0,3,0,0
595,5,0,0,1,1,16,19,12,6,3,8,7,4,2,2,0,0,1,0,3,1,0,0,0,6,2,1,1,4,0,1
596,4,0,0,2,1,21,9,0,17,23,0,5,0,2,0,0,0,5,1,3,0,0,0,0,2,2,0,2,5,0,0
597,2,1,6,0,1,14,13,21,15,17,4,2,2,1,1,1,1,5,1,0,0,0,0,0,2,0,0,3,3,0,0
598,4,0,2,0,1,4,0,0,22,8,1,0,1,1,0,1,0,4,1,3,0,0,0,0,0,0,0,0,2,0,0
599,2,1,6,2,1,22,24,15,20,2,6,7,2,4,0,1,0,5,0,6,0,1,0,2,5,0,0,4,3,0,0
600,2,1,6,2,1,14,4,8,21,3,4,7,1,3,0,1,0,5,0,0,0,0,0,0,3,0,0,0,3,0,4
601,2,1,6,2,1,36,16,15,9,2,4,8,1,3,0,0,0,5,4,0,0,4,0,0,6,3,1,4,3,0,0
602,1,1,5,2,1,1,3,4,16,8,1,1,0,1,0,0,0,6,0,2,0,4,0,1,2,3,0,3,6,0,4
603,0,0,6,2,1,18,21,21,8,21,1,5,0,1,0,5,0,6,2,3,0,0,0,0,0,0,5,1,6,0,0
604,5,0,2,2,1,46,24,32,18,2,1,5,0,3,2,0,0,5,1,3,2,0,1,0,0,2,0,1,2,0,0
605,2,1,5,0,1,2,8,8,26,11,0,7,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,5,0,0
606,4,1,6,2,1,20,8,20,5,1,1,4,3,2,0,1,0,2,4,3,1,0,1,0,0,2,0,1,3,0,0
607,1,1,5,0,1,35,22,17,20,7,4,10,1,6,5,4,0,5,1,4,2,1,2,2,5,1,0,3,4,0,5
608,5,0,0,1,1,38,3,7,14,15,6,1,2,2,0,3,1,6,2,1,3,0,0,0,0,2,0,4,4,0,1
609,1,1,6,0,1,11,23,20,20,20,3,10,1,2,1,1,0,5,1,2,0,3,0,0,3,2,0,0,3,0,0
610,1,1,5,0,1,1,21,0,18,3,4,7,0,1,0,1,0,6,0,0,2,0,0,0,3,0,0,2,3,0,4
611,0,1,5,0,1,17,9,13,4,22,0,5,4,2,2,3,0,5,1,3,0,1,0,3,4,2,0,2,4,0,0
612,1,0,2,0,1,36,5,12,2,20,3,4,1,3,1,5,1,5,1,1,0,4,0,0,6,0,0,2,3,0,1
613,1,0,7,2,1,7,18,19,0,23,5,1,6,0,0,2,0,2,2,1,3,3,3,0,0,3,1,2,3,0,4
614,0,0,2,0,1,24,13,4,1,25,8,7,1,1,0,3,0,3,5,0,0,2,0,0,0,2,0,0,3,0,1
615,4,0,6,2,1,22,9,13,9,2,5,7,3,6,2,6,0,5,1,2,1,0,0,0,2,2,5,4,1,0,0
616,4,1,0,5,1,11,22,12,9,13,1,4,6,0,1,2,0,5,0,0,0,0,1,0,4,1,0,2,3,0,1
617,1,0,5,0,1,20,24,20,20,0,4,4,0,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
618,5,1,2,0,1,1,16,15,0,3,2,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
619,2,1,3,0,1,14,27,4,26,32,5,2,0,1,0,1,0,6,1,0,0,1,0,5,2,0,0,0,3,0,4
620,0,1,2,0,1,11,18,13,25,23,8,2,0,1,2,1,0,3,1,0,0,0,0,0,0,2,0,1,4,0,0
621,0,0,2,0,1,3,15,12,11,5,1,3,0,1,0,1,0,4,2,0,0,0,0,0,0,0,0,0,2,0,0
622,4,0,2,0,1,16,8,4,4,14,6,5,1,1,2,1,0,4,1,0,0,0,0,0,1,0,0,1,0,0,1
623,0,0,1,0,1,21,8,16,15,23,2,1,1,1,0,3,0,4,2,0,0,0,0,0,0,0,0,1,4,0,0
624,0,0,0,0,1,16,0,0,0,23,1,3,1,2,0,1,0,3,1,2,0,4,0,0,0,1,0,2,0,0,0
625,0,1,5,0,1,20,19,2,12,21,0,1,1,2,1,1,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0
626,0,1,1,0,1,35,16,5,22,3,7,6,0,2,2,0,1,6,1,1,0,1,0,0,0,0,0,2,6,0,0
627,1,0,1,0,1,38,6,16,13,23,2,3,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,3,0,0
628,4,0,1,0,3,2,15,28,11,1,0,9,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0
629,0,0,1,0,1,14,5,31,11,7,2,9,1,2,0,1,0,3,1,3,0,2,0,0,0,0,0,1,6,0,0
630,2,0,5,0,1,18,13,12,29,7,2,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
631,2,0,5,0,1,38,19,16,0,13,2,9,0,1,1,1,2,3,1,0,0,0,0,0,0,0,0,0,2,0,0
632,1,0,2,0,1,1,20,10,20,23,1,4,0,1,1,0,0,2,0,1,0,4,0,1,3,0,0,2,6,0,0
633,0,0,1,0,1,38,9,3,10,20,0,7,1,3,3,6,0,6,0,5,0,6,1,2,3,1,2,2,3,0,1
634,0,1,5,0,1,10,5,13,14,10,1,4,0,0,1,0,0,2,1,2,0,4,0,1,0,2,0,2,4,0,0
635,4,0,5,0,1,1,21,4,17,0,3,1,2,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,2,0,0
636,0,0,0,1,1,16,9,6,1,21,2,0,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0
637,2,0,5,0,1,7,0,7,23,5,1,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
638,1,1,4,0,1,7,20,20,18,21,4,10,0,2,1,2,0,5,1,6,0,3,0,1,2,1,0,2,3,0,0
639,4,1,5,0,1,3,25,10,20,1,0,5,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
640,0,1,2,0,1,1,23,20,29,9,0,2,0,2,2,1,2,4,1,0,0,2,0,0,5,0,0,1,4,0,1
641,1,0,2,0,5,8,18,12,18,4,1,2,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,3,0,0
642,1,1,6,0,1,28,5,11,3,20,0,4,0,3,3,1,1,1,1,5,0,3,0,2,0,0,0,0,5,0,0
643,4,1,5,0,1,21,5,12,6,22,5,5,0,1,0,1,2,4,1,0,0,0,0,0,0,0,0,0,2,0,0
644,2,0,5,0,1,2,13,12,23,13,0,5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
645,2,1,6,2,1,26,10,23,2,6,1,2,1,1,0,2,0,6,1,6,0,1,0,0,5,0,1,3,3,0,4
